"Country","Schedule","Tax Base","Rates and thresholds","Year","Unit","PowerCode","Reference Period","Value","Flags"
"Poland","1","Annual gross earnings","02 Lower threshold","2014",,"Units",,112380,
"Poland","1","Annual gross earnings","02 Lower threshold","2015",,"Units",,118770,
"Poland","1","Annual gross earnings","02 Lower threshold","2016",,"Units",,121650,
"Poland","1","Annual gross earnings","02 Lower threshold","2017",,"Units",,127890,
"Poland","1","Annual gross earnings","02 Lower threshold","2018",,"Units",,133290,
"Poland","1","Annual gross earnings","02 Lower threshold","2019",,"Units",,142950,
"Poland","1","Annual gross earnings","02 Lower threshold","2020",,"Units",,156810,
"Poland","1","Annual gross earnings","02 Lower threshold","2021",,"Units",,157770,
"Poland","1","Annual gross earnings","02 Lower threshold","2022",,"Units",,177660,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Poland","1","Annual gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Poland","2","Annual gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2000",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2001",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2002",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2003",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2004",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2005",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2006",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2007",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2008",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2009",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2010",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2011",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2012",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2013",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2014",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2015",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2016",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2017",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2018",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2019",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2020",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2021",,"Units",,11,
"Portugal","1","Monthly gross earnings","01 Marginal rate","2022",,"Units",,11,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Portugal","1","Monthly gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2000",,"Units",,12,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2001",,"Units",,12.8,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2002",,"Units",,12.8,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2003",,"Units",,12.8,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2004",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2005",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2006",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2007",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2008",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2009",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2010",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2011",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2012",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2013",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2014",,"Units",,13.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2015",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2016",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2017",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2018",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2019",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2020",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2021",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Marginal rate","2022",,"Units",,9.4,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2000",,"Units",,796.654053,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2001",,"Units",,796.654053,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2002",,"Units",,796.654053,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2003",,"Units",,796.654053,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2004",,"Units",,693.985262,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2005",,"Units",,751.593308,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2006",,"Units",,824.014141,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2007",,"Units",,897.10715,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2008",,"Units",,968.606851,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2009",,"Units",,1043.82,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2010",,"Units",,1100.65,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2011",,"Units",,1116.75,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2012",,"Units",,1153.5,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2013",,"Units",,3930,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2014",,"Units",,4025,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2015",,"Units",,4120,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2016",,"Units",,4290,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2017",,"Units",,6181,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2018",,"Units",,6384,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2019",,"Units",,6678,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2020",,"Units",,7091,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2021",,"Units",,7644,
"Slovak Republic","1","Monthly gross earnings","01 Upper threshold","2022",,"Units",,7931,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2000",,"Units",,173.139481,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2001",,"Units",,227.311956,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2002",,"Units",,227.311956,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2003",,"Units",,227.311956,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2013",,"Units",,526.62,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2014",,"Units",,539.35,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2015",,"Units",,387.28,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2016",,"Units",,403.26,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2017",,"Units",,581.014,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2018",,"Units",,600.096,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2019",,"Units",,627.732,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2020",,"Units",,666.554,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2021",,"Units",,718.536,
"Slovak Republic","1","Monthly gross earnings","Maximum contribution","2022",,"Units",,745.514,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Slovak Republic","1","Monthly gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Spain","1","Annual gross earnings","01 Marginal rate","2000",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2001",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2002",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2003",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2004",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2005",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2006",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2007",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2008",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2009",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2010",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2011",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2012",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2013",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2014",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2015",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2016",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2017",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2018",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2019",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2020",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2021",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Marginal rate","2022",,"Units",,6.35,
"Spain","1","Annual gross earnings","01 Lower threshold","2000",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2001",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2002",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2003",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2004",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2005",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2006",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2007",,"Units",,0,
"Spain","1","Annual gross earnings","01 Lower threshold","2008",,"Units",,8398.8,
"Spain","1","Annual gross earnings","01 Lower threshold","2009",,"Units",,8737.2,
"Spain","1","Annual gross earnings","01 Lower threshold","2010",,"Units",,8868.8,
"Spain","1","Annual gross earnings","01 Lower threshold","2011",,"Units",,8978.4,
"Spain","1","Annual gross earnings","01 Lower threshold","2012",,"Units",,8978.4,
"Spain","1","Annual gross earnings","01 Lower threshold","2013",,"Units",,9036,
"Spain","1","Annual gross earnings","01 Lower threshold","2014",,"Units",,9036,
"Spain","1","Annual gross earnings","01 Lower threshold","2015",,"Units",,9079.2,
"Spain","1","Annual gross earnings","01 Lower threshold","2016",,"Units",,9172.8,
"Spain","1","Annual gross earnings","01 Lower threshold","2017",,"Units",,9907.2,
"Spain","1","Annual gross earnings","01 Lower threshold","2018",,"Units",,10303.2,
"Spain","1","Annual gross earnings","01 Lower threshold","2019",,"Units",,12600,
"Spain","1","Annual gross earnings","01 Lower threshold","2020",,"Units",,12600,
"Spain","1","Annual gross earnings","01 Lower threshold","2021",,"Units",,12600,
"Spain","1","Annual gross earnings","01 Lower threshold","2022",,"Units",,14000.4,
"Spain","1","Annual gross earnings","01 Upper threshold","2000",,"Units",,26667,
"Spain","1","Annual gross earnings","01 Upper threshold","2001",,"Units",,28564,
"Spain","1","Annual gross earnings","01 Upper threshold","2002",,"Units",,30898.8,
"Spain","1","Annual gross earnings","01 Upper threshold","2003",,"Units",,31824,
"Spain","1","Annual gross earnings","01 Upper threshold","2004",,"Units",,32778,
"Spain","1","Annual gross earnings","01 Upper threshold","2005",,"Units",,33760.8,
"Spain","1","Annual gross earnings","01 Upper threshold","2006",,"Units",,34772.4,
"Spain","1","Annual gross earnings","01 Upper threshold","2007",,"Units",,35953.2,
"Spain","1","Annual gross earnings","01 Upper threshold","2008",,"Units",,36889.2,
"Spain","1","Annual gross earnings","01 Upper threshold","2009",,"Units",,37994.4,
"Spain","1","Annual gross earnings","01 Upper threshold","2010",,"Units",,38376,
"Spain","1","Annual gross earnings","01 Upper threshold","2011",,"Units",,38761.2,
"Spain","1","Annual gross earnings","01 Upper threshold","2012",,"Units",,39150,
"Spain","1","Annual gross earnings","01 Upper threshold","2013",,"Units",,41108.4,
"Spain","1","Annual gross earnings","01 Upper threshold","2014",,"Units",,43164,
"Spain","1","Annual gross earnings","01 Upper threshold","2015",,"Units",,43272,
"Spain","1","Annual gross earnings","01 Upper threshold","2016",,"Units",,43704,
"Spain","1","Annual gross earnings","01 Upper threshold","2017",,"Units",,45014.4,
"Spain","1","Annual gross earnings","01 Upper threshold","2018",,"Units",,45276.9,
"Spain","1","Annual gross earnings","01 Upper threshold","2019",,"Units",,48841.2,
"Spain","1","Annual gross earnings","01 Upper threshold","2020",,"Units",,48841.2,
"Spain","1","Annual gross earnings","01 Upper threshold","2021",,"Units",,48841.2,
"Spain","1","Annual gross earnings","01 Upper threshold","2022",,"Units",,49672.8,
"Spain","1","Annual gross earnings","Maximum contribution","2000",,"Units",,1693.3545,
"Spain","1","Annual gross earnings","Maximum contribution","2001",,"Units",,1813.814,
"Spain","1","Annual gross earnings","Maximum contribution","2002",,"Units",,1962.0738,
"Spain","1","Annual gross earnings","Maximum contribution","2003",,"Units",,2020.824,
"Spain","1","Annual gross earnings","Maximum contribution","2004",,"Units",,2081.403,
"Spain","1","Annual gross earnings","Maximum contribution","2005",,"Units",,2143.8108,
"Spain","1","Annual gross earnings","Maximum contribution","2006",,"Units",,2208.0474,
"Spain","1","Annual gross earnings","Maximum contribution","2007",,"Units",,2283.0282,
"Spain","1","Annual gross earnings","Maximum contribution","2008",,"Units",,2342.4642,
"Spain","1","Annual gross earnings","Maximum contribution","2009",,"Units",,2412.6444,
"Spain","1","Annual gross earnings","Maximum contribution","2010",,"Units",,2436.876,
"Spain","1","Annual gross earnings","Maximum contribution","2011",,"Units",,2461.3362,
"Spain","1","Annual gross earnings","Maximum contribution","2012",,"Units",,2486.025,
"Spain","1","Annual gross earnings","Maximum contribution","2013",,"Units",,2610.3834,
"Spain","1","Annual gross earnings","Maximum contribution","2014",,"Units",,2740.914,
"Spain","1","Annual gross earnings","Maximum contribution","2015",,"Units",,2747.772,
"Spain","1","Annual gross earnings","Maximum contribution","2016",,"Units",,2775.204,
"Spain","1","Annual gross earnings","Maximum contribution","2017",,"Units",,2858.4144,
"Spain","1","Annual gross earnings","Maximum contribution","2018",,"Units",,2875.08315,
"Spain","1","Annual gross earnings","Maximum contribution","2019",,"Units",,3101.4162,
"Spain","1","Annual gross earnings","Maximum contribution","2020",,"Units",,3101.4162,
"Spain","1","Annual gross earnings","Maximum contribution","2021",,"Units",,3101.4162,
"Spain","1","Annual gross earnings","Maximum contribution","2022",,"Units",,3154.2228,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Spain","1","Annual gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Sweden","1","Annual gross earnings","01 Marginal rate","2000",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2001",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2002",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2003",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2004",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2005",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2006",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2007",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2008",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2009",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2010",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2011",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2012",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2013",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2014",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2015",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2016",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2017",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2018",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2019",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2020",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2021",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Marginal rate","2022",,"Units",,7,
"Sweden","1","Annual gross earnings","01 Upper threshold","2000",,"Units",,301011,
"Sweden","1","Annual gross earnings","01 Upper threshold","2001",,"Units",,304239,
"Sweden","1","Annual gross earnings","01 Upper threshold","2002",,"Units",,312309,
"Sweden","1","Annual gross earnings","01 Upper threshold","2003",,"Units",,330063,
"Sweden","1","Annual gross earnings","01 Upper threshold","2004",,"Units",,341361,
"Sweden","1","Annual gross earnings","01 Upper threshold","2005",,"Units",,349431,
"Sweden","1","Annual gross earnings","01 Upper threshold","2006",,"Units",,359115,
"Sweden","1","Annual gross earnings","01 Upper threshold","2007",,"Units",,370413,
"Sweden","1","Annual gross earnings","01 Upper threshold","2008",,"Units",,387360,
"Sweden","1","Annual gross earnings","01 Upper threshold","2009",,"Units",,410763,
"Sweden","1","Annual gross earnings","01 Upper threshold","2010",,"Units",,412377,
"Sweden","1","Annual gross earnings","01 Upper threshold","2011",,"Units",,420447,
"Sweden","1","Annual gross earnings","01 Upper threshold","2012",,"Units",,440622,
"Sweden","1","Annual gross earnings","01 Upper threshold","2013",,"Units",,456762,
"Sweden","1","Annual gross earnings","01 Upper threshold","2014",,"Units",,459183,
"Sweden","1","Annual gross earnings","01 Upper threshold","2015",,"Units",,468867,
"Sweden","1","Annual gross earnings","01 Upper threshold","2016",,"Units",,478551,
"Sweden","1","Annual gross earnings","01 Upper threshold","2017",,"Units",,496305,
